customer_id,weekly_visits,session_time_minutes,page_views,app_opens
4902,2,13.13,8.0,2
4903,21,14.12,42.0,21
4904,10,23.0,30.0,9
4905,7,14.95,28.0,6
4906,7,22.67,14.0,7
4907,7,3.94,28.0,6
4908,14,12.85,42.0,9
4909,5,16.53,20.0,5
4910,3,8.67,9.0,2
4911,6,13.73,24.0,5
4912,4,19.2,8.0,4
4913,4,16.68,8.0,5
4914,9,3.98,27.0,8
4915,4,6.53,12.0,3
4916,6,11.9,12.0,6
4917,6,9.31,12.0,4
4918,8,7.93,32.0,9
4919,12,26.95,48.0,13
4920,6,10.27,18.0,7
4921,19,16.29,57.0,17
4922,12,8.51,36.0,13
4923,11,24.07,22.0,12
4924,16,17.3,48.0,14
4925,6,12.95,12.0,5
4926,4,19.51,8.0,3
4927,4,21.37,8.0,2
4928,6,,12.0,6
4929,10,20.91,30.0,7
4930,6,11.21,12.0,4
4931,11,17.63,22.0,12
4932,1,15.41,2.0,1
4933,6,18.58,24.0,6
4934,5,13.6,15.0,4
4935,9,28.87,36.0,10
4936,11,23.62,22.0,8
4937,10,9.19,30.0,12
4938,9,5.73,36.0,6
4939,9,13.96,27.0,9
4940,4,20.59,8.0,4
4941,8,15.88,24.0,8
4942,9,20.86,36.0,10
4943,5,24.95,20.0,5
4944,3,8.11,9.0,2
4945,7,16.6,14.0,5
4946,4,16.34,16.0,3
4947,5,16.08,10.0,5
4948,21,7.75,84.0,15
4949,11,20.31,44.0,11
4950,6,6.66,18.0,7
4951,3,13.81,12.0,3
4952,4,13.06,16.0,4
4953,10,22.12,40.0,8
4954,7,11.68,21.0,7
4955,2,26.19,6.0,2
4956,10,18.22,30.0,11
4957,4,11.19,,4
4958,16,25.83,48.0,18
4959,3,8.98,6.0,3
4960,14,11.99,56.0,15
4961,6,10.92,18.0,5
4962,1,16.72,4.0,1
4963,6,16.88,24.0,4
4964,10,13.64,30.0,8
4965,8,18.73,32.0,5
4966,6,12.57,24.0,7
4967,11,11.22,33.0,12
4968,5,5.57,20.0,5
4969,3,9.59,12.0,3
4970,9,18.17,36.0,6
4971,13,9.76,52.0,13
4972,3,24.86,12.0,3
4973,10,14.96,30.0,9
4974,8,11.11,24.0,9
4975,8,23.25,32.0,5
4976,12,18.51,48.0,8
4977,6,,12.0,5
4978,11,9.07,33.0,14
4979,4,16.9,8.0,3
4980,11,28.03,44.0,13
4981,3,23.16,12.0,2
4982,4,9.33,12.0,4
4983,5,20.45,10.0,6
4984,9,14.62,36.0,6
4985,6,15.45,12.0,5
4986,9,10.96,18.0,9
4987,9,23.39,18.0,11
4988,3,16.99,12.0,2
4989,5,17.13,20.0,4
4990,15,17.64,60.0,12
4991,6,3.77,18.0,7
4992,5,11.87,10.0,6
4993,6,10.75,24.0,4
4994,7,12.08,14.0,9
4995,4,10.27,16.0,3
4996,15,15.72,45.0,13
4997,5,11.52,20.0,3
4998,7,16.62,28.0,6
4999,8,9.86,16.0,5
5000,4,18.45,8.0,3
5001,4,21.33,16.0,3
5002,20,13.2,60.0,23
5003,6,13.1,24.0,6
5004,5,20.03,20.0,4
5005,2,22.7,4.0,1
5006,7,15.95,21.0,5
5007,4,17.78,16.0,3
5008,11,20.18,22.0,13
5009,4,19.26,16.0,4
5010,16,21.47,64.0,12
5011,6,16.78,12.0,7
5012,6,12.09,18.0,4
5013,4,16.54,8.0,3
5014,8,21.77,32.0,9
5015,25,23.86,50.0,24
5016,16,16.59,48.0,17
5017,7,15.64,28.0,6
5018,5,13.79,20.0,5
5019,17,24.54,34.0,18
5020,12,22.06,36.0,12
5021,2,17.94,4.0,1
5022,3,22.51,12.0,3
5023,9,11.79,27.0,11
5024,12,9.47,48.0,10
5025,12,9.85,48.0,14
5026,4,23.14,8.0,5
5027,9,7.86,18.0,7
5028,7,19.05,28.0,5
5029,6,12.42,18.0,5
5030,1,14.37,,1
5031,26,12.84,78.0,29
5032,10,24.85,20.0,7
5033,7,13.63,28.0,7
5034,8,28.82,32.0,9
5035,7,30.61,14.0,9
5036,9,10.92,36.0,10
5037,11,26.61,22.0,10
5038,7,24.05,28.0,7
5039,6,,18.0,6
5040,4,15.11,8.0,3
5041,4,22.14,12.0,4
5042,13,12.98,39.0,16
5043,7,22.85,21.0,6
5044,7,19.61,14.0,8
5045,8,10.66,24.0,9
5046,8,23.41,24.0,8
5047,6,18.7,12.0,6
5048,9,8.52,36.0,11
5049,10,12.26,20.0,11
5050,9,15.82,18.0,11
5051,4,16.69,12.0,4
5052,15,17.89,45.0,11
5053,7,11.51,14.0,5
5054,20,27.1,40.0,16
5055,6,18.55,24.0,7
5056,8,17.6,24.0,10
5057,7,17.69,21.0,7
5058,7,19.78,14.0,5
5059,8,23.61,16.0,6
5060,6,11.56,18.0,5
5061,11,18.77,33.0,10
5062,5,19.31,20.0,6
5063,4,17.54,16.0,3
5064,5,17.07,15.0,5
5065,13,25.66,26.0,14
5066,5,7.49,20.0,6
5067,8,20.33,16.0,6
5068,7,12.41,21.0,8
5069,14,21.3,42.0,12
5070,7,17.74,28.0,6
5071,3,17.84,6.0,3
5072,4,7.19,8.0,2
5073,7,13.11,14.0,8
5074,4,7.06,16.0,4
5075,4,15.63,12.0,2
5076,8,11.97,24.0,8
5077,5,6.45,20.0,4
5078,16,8.92,64.0,13
5079,7,26.28,21.0,5
5080,13,23.43,39.0,14
5081,4,13.63,16.0,3
5082,6,14.06,12.0,7
5083,10,17.02,20.0,11
5084,20,21.42,80.0,19
5085,10,15.82,30.0,12
5086,5,17.85,20.0,4
5087,2,21.31,6.0,2
5088,5,14.94,10.0,4
5089,16,9.51,32.0,17
5090,13,28.93,52.0,12
5091,6,15.86,24.0,4
5092,5,14.76,10.0,4
5093,10,21.32,20.0,8
5094,14,11.44,56.0,16
5095,12,15.55,24.0,12
5096,18,12.04,54.0,18
5097,5,13.51,20.0,4
5098,9,23.45,27.0,6
5099,7,13.86,28.0,6
5100,14,7.91,28.0,12
5101,8,8.86,24.0,8
5102,13,15.03,52.0,12
5103,2,10.68,6.0,2
5104,6,25.14,12.0,6
5105,4,12.52,16.0,3
5106,3,17.88,9.0,2
5107,3,17.01,12.0,2
5108,6,23.46,12.0,5
5109,5,18.59,15.0,5
5110,7,15.85,14.0,8
5111,5,6.91,15.0,6
5112,3,11.45,12.0,3
5113,7,27.25,21.0,7
5114,6,17.85,18.0,4
5115,5,16.09,15.0,5
5116,7,15.56,28.0,7
5117,11,10.96,33.0,8
5118,1,9.12,2.0,1
5119,9,24.3,18.0,9
5120,7,17.55,28.0,7
5121,20,29.18,60.0,23
5122,4,15.95,8.0,4
5123,12,10.83,24.0,8
5124,4,18.06,8.0,4
5125,8,18.36,16.0,6
5126,4,18.52,16.0,3
5127,4,15.39,8.0,2
5128,5,22.22,15.0,4
5129,3,14.08,6.0,2
5130,9,15.6,27.0,11
5131,4,,8.0,3
5132,5,12.69,15.0,3
5133,11,18.7,44.0,10
5134,12,19.44,24.0,15
5135,7,11.36,28.0,7
5136,10,22.86,40.0,7
5137,9,9.54,27.0,6
5138,5,14.42,15.0,3
5139,6,16.54,18.0,5
5140,4,18.37,8.0,2
5141,5,16.1,,4
5142,3,13.14,12.0,2
5143,7,18.93,21.0,8
5144,7,10.82,21.0,5
5145,9,21.96,18.0,6
5146,9,12.14,36.0,10
5147,6,11.43,18.0,5
5148,14,17.97,42.0,15
5149,13,23.1,39.0,14
5150,17,16.53,68.0,20
5151,4,8.24,8.0,3
5152,4,14.63,16.0,4
5153,8,11.7,24.0,8
5154,2,18.16,4.0,1
5155,4,13.61,8.0,4
5156,4,12.64,12.0,4
5157,22,19.48,44.0,25
5158,8,22.55,16.0,6
5159,3,14.22,12.0,3
5160,8,8.62,24.0,9
5161,4,13.92,16.0,5
5162,1,10.53,3.0,1
5163,6,19.24,12.0,5
5164,22,-0.41,88.0,18
5165,9,8.95,36.0,8
5166,4,18.5,12.0,5
5167,26,31.66,104.0,21
5168,8,13.73,32.0,9
5169,6,16.0,12.0,6
5170,6,15.85,12.0,5
5171,11,10.14,33.0,8
5172,6,16.96,12.0,4
5173,3,21.02,9.0,2
5174,8,12.91,24.0,7
5175,4,12.97,12.0,4
5176,8,10.97,24.0,8
5177,11,19.93,44.0,14
5178,6,15.2,12.0,7
5179,4,11.68,12.0,4
5180,4,15.11,16.0,4
5181,9,10.07,18.0,10
5182,8,16.42,16.0,10
5183,5,7.56,15.0,3
5184,7,11.06,28.0,7
5185,9,11.73,27.0,11
5186,3,18.39,6.0,3
5187,3,12.12,12.0,3
5188,7,25.1,14.0,7
5189,11,14.64,22.0,7
5190,4,24.11,12.0,5
5191,5,19.54,20.0,5
5192,17,15.27,,12
5193,8,15.03,24.0,8
5194,5,13.77,20.0,5
5195,6,12.49,12.0,7
5196,19,14.16,57.0,14
5197,10,24.92,40.0,10
5198,3,26.58,6.0,2
5199,4,6.12,16.0,4
5200,3,12.31,6.0,2
5201,9,8.9,36.0,9
5202,6,19.61,24.0,7
5203,5,8.24,20.0,6
5204,5,23.15,20.0,5
5205,8,28.16,24.0,9
5206,4,12.25,8.0,3
5207,9,23.94,36.0,6
5208,6,18.43,24.0,4
5209,8,18.07,24.0,7
5210,13,23.56,26.0,14
5211,7,18.03,14.0,8
5212,3,9.77,12.0,3
5213,10,7.28,20.0,10
5214,3,14.76,6.0,2
5215,8,12.52,24.0,9
5216,7,16.74,21.0,8
5217,18,16.75,72.0,17
5218,7,9.35,28.0,6
5219,3,11.13,6.0,3
5220,6,17.75,18.0,6
5221,17,25.36,51.0,20
5222,12,17.24,48.0,10
5223,8,12.36,16.0,6
5224,0,15.4,0.0,1
5225,10,23.18,30.0,9
5226,6,14.12,12.0,7
5227,10,19.85,40.0,8
5228,11,17.64,33.0,13
5229,4,18.64,8.0,5
5230,3,18.14,9.0,3
5231,2,19.22,6.0,1
5232,8,20.15,32.0,9
5233,7,10.06,21.0,8
5234,6,13.46,24.0,5
5235,7,18.08,28.0,6
5236,9,24.27,27.0,6
5237,3,16.48,6.0,3
5238,7,16.78,,4
5239,5,13.57,15.0,5
5240,6,12.63,24.0,6
5241,3,13.03,6.0,2
5242,4,,16.0,4
5243,5,17.49,10.0,4
5244,4,4.53,8.0,4
5245,5,21.02,10.0,3
5246,5,15.73,20.0,3
5247,10,29.66,40.0,10
5248,11,15.35,44.0,14
5249,5,14.72,20.0,5
5250,3,20.44,9.0,2
5251,10,21.38,20.0,10
5252,9,29.53,27.0,8
5253,3,5.52,12.0,3
5254,7,19.74,14.0,7
5255,14,25.2,56.0,11
5256,8,15.91,32.0,6
5257,3,17.93,12.0,2
5258,7,12.98,14.0,8
5259,2,27.91,4.0,1
5260,3,7.27,12.0,2
5261,18,24.46,,18
5262,2,21.7,8.0,1
5263,15,6.72,45.0,14
5264,6,21.78,12.0,4
5265,7,17.9,14.0,7
5266,2,26.65,4.0,1
5267,13,18.71,26.0,16
5268,4,20.37,8.0,4
5269,11,10.49,33.0,9
5270,12,23.38,24.0,9
5271,2,4.5,6.0,1
5272,7,20.81,14.0,7
5273,5,19.53,10.0,4
5274,7,18.29,28.0,5
5275,4,13.77,16.0,4
5276,2,13.26,4.0,1
5277,9,,36.0,9
5278,6,10.41,24.0,6
5279,14,22.82,28.0,10
5280,14,23.75,28.0,12
5281,6,27.4,12.0,5
5282,7,20.0,21.0,5
5283,8,14.57,32.0,8
5284,11,15.49,44.0,9
5285,6,12.54,18.0,5
5286,11,7.13,22.0,7
5287,11,23.95,22.0,13
5288,2,10.85,8.0,2
5289,8,14.8,24.0,8
5290,3,3.64,6.0,2
5291,8,16.07,24.0,8
5292,2,14.77,8.0,2
5293,4,19.04,16.0,3
5294,8,17.37,32.0,8
5295,9,16.03,27.0,8
5296,11,18.81,44.0,13
5297,10,10.29,20.0,8
5298,3,20.83,12.0,2
5299,7,13.99,28.0,5
5300,7,16.25,21.0,5
5301,8,23.37,24.0,6
5302,13,13.64,52.0,14
5303,3,12.68,6.0,2
5304,9,18.91,18.0,6
5305,4,15.52,16.0,3
5306,6,4.7,24.0,7
5307,3,17.39,6.0,2
5308,8,14.72,16.0,9
5309,7,11.39,,6
5310,14,21.89,28.0,13
5311,8,8.06,32.0,6
5312,4,9.17,16.0,4
5313,4,17.01,8.0,4
5314,8,20.08,16.0,5
5315,11,13.98,22.0,13
5316,6,19.54,18.0,4
5317,12,25.75,48.0,12
5318,9,12.83,36.0,10
5319,2,22.76,8.0,1
5320,10,26.0,20.0,10
5321,3,19.51,12.0,3
5322,12,16.56,36.0,15
5323,8,13.26,,10
5324,16,20.96,64.0,18
5325,6,16.0,18.0,5
5326,6,16.08,18.0,4
5327,11,11.35,22.0,11
5328,6,16.33,18.0,7
5329,8,18.25,24.0,6
5330,10,19.34,20.0,10
5331,7,22.65,28.0,6
5332,7,16.29,21.0,4
5333,2,15.91,6.0,1
5334,4,17.91,8.0,4
5335,4,13.2,16.0,3
5336,15,13.77,30.0,12
5337,4,14.7,16.0,4
5338,2,18.51,8.0,2
5339,2,20.51,4.0,1
5340,12,15.58,24.0,12
5341,4,12.47,8.0,3
5342,4,19.01,16.0,2
5343,4,12.28,16.0,3
5344,6,23.01,12.0,5
5345,9,24.74,36.0,10
5346,3,12.36,9.0,2
5347,8,1.0,16.0,8
5348,8,10.82,24.0,10
5349,6,34.55,18.0,5
5350,3,14.67,9.0,3
5351,10,22.14,40.0,8
5352,8,15.65,32.0,7
5353,7,19.32,21.0,5
5354,2,16.21,8.0,2
5355,5,21.26,10.0,4
5356,7,18.36,14.0,8
5357,2,17.77,4.0,1
5358,3,16.71,6.0,3
5359,4,8.82,8.0,4
5360,9,19.75,36.0,9
5361,12,10.51,48.0,11
5362,6,7.99,24.0,5
5363,11,20.8,22.0,10
5364,6,5.27,12.0,6
5365,9,11.3,36.0,10
5366,15,20.85,30.0,15
5367,12,21.61,24.0,12
5368,10,8.61,20.0,12
5369,5,18.09,15.0,6
5370,10,11.72,20.0,7
5371,4,17.32,16.0,2
5372,6,17.25,18.0,6
5373,2,9.38,8.0,2
5374,9,6.79,18.0,7
5375,5,14.31,10.0,5
5376,7,9.8,21.0,7
5377,6,14.22,12.0,6
5378,3,14.16,9.0,2
5379,9,19.05,27.0,6
5380,2,11.54,8.0,2
5381,6,17.28,12.0,4
5382,9,25.09,,9
5383,6,16.77,12.0,7
5384,15,25.05,60.0,15
5385,4,28.94,12.0,2
5386,10,20.14,20.0,7
5387,5,18.62,20.0,4
5388,6,9.31,24.0,4
5389,7,22.15,14.0,8
5390,9,26.23,36.0,7
5391,18,16.99,72.0,22
5392,15,17.52,60.0,18
5393,3,16.8,,3
5394,11,21.62,44.0,10
5395,19,25.69,57.0,14
5396,3,16.66,9.0,2
5397,9,,27.0,8
5398,8,10.8,24.0,9
5399,6,15.64,24.0,5
5400,8,13.23,24.0,7
5401,14,,42.0,15
5402,11,17.67,22.0,13
5403,14,16.37,42.0,16
5404,3,2.96,6.0,3
5405,3,17.97,12.0,2
5406,6,19.76,18.0,6
5407,9,14.49,18.0,7
5408,9,15.04,18.0,6
5409,9,11.41,27.0,8
5410,4,22.13,16.0,3
5411,5,19.12,15.0,3
5412,4,11.7,8.0,3
5413,8,15.69,16.0,9
5414,3,14.6,12.0,2
5415,5,17.0,10.0,4
5416,32,14.88,96.0,40
5417,2,23.04,4.0,2
5418,4,12.23,8.0,2
5419,5,17.12,10.0,5
5420,1,9.23,3.0,1
5421,4,4.35,12.0,3
5422,11,13.42,22.0,12
5423,6,12.34,24.0,5
5424,10,25.79,40.0,8
5425,5,26.97,15.0,6
5426,3,13.58,12.0,2
5427,10,8.04,40.0,9
5428,6,18.3,24.0,5
5429,6,17.73,24.0,4
5430,5,14.5,15.0,6
5431,8,13.9,24.0,7
5432,5,19.15,15.0,5
5433,6,15.35,24.0,7
5434,4,20.78,12.0,3
5435,8,28.07,16.0,7
5436,3,11.75,9.0,2
5437,10,15.55,40.0,7
5438,9,12.47,18.0,10
5439,23,22.37,69.0,24
5440,6,15.09,18.0,7
5441,11,13.25,22.0,9
5442,6,12.44,18.0,4
5443,7,19.81,14.0,9
5444,7,18.18,21.0,7
5445,9,12.89,27.0,6
5446,12,18.28,48.0,8
5447,8,11.31,16.0,6
5448,6,4.96,24.0,6
5449,3,18.64,9.0,2
5450,3,8.59,9.0,3
5451,9,16.89,27.0,7
5452,18,20.02,72.0,21
5453,14,16.0,28.0,18
5454,8,22.28,16.0,6
5455,11,11.43,44.0,9
5456,5,20.39,20.0,4
5457,5,4.34,20.0,3
5458,11,15.16,33.0,11
5459,2,11.08,4.0,2
5460,7,25.25,21.0,8
5461,13,9.65,52.0,12
5462,3,15.28,9.0,3
5463,5,21.5,10.0,6
5464,1,20.95,3.0,1
5465,5,11.25,15.0,4
5466,7,14.31,21.0,7
5467,8,11.51,24.0,9
5468,5,,10.0,3
5469,10,19.74,30.0,12
5470,5,11.25,15.0,5
5471,8,12.03,32.0,8
5472,10,18.76,20.0,12
5473,8,12.23,16.0,6
5474,16,4.27,32.0,19
5475,5,15.81,15.0,4
5476,6,16.27,12.0,7
5477,8,,16.0,6
5478,7,9.53,21.0,7
5479,3,13.22,6.0,2
5480,7,18.07,21.0,6
5481,3,9.91,9.0,3
5482,3,17.1,9.0,3
5483,5,7.04,10.0,5
5484,12,29.16,24.0,15
5485,8,12.21,32.0,7
5486,3,14.96,6.0,2
5487,15,18.04,45.0,16
5488,8,,24.0,7
5489,8,11.92,24.0,6
5490,9,10.27,36.0,9
5491,5,27.2,15.0,5
5492,12,14.75,36.0,11
5493,7,7.87,21.0,5
5494,7,21.38,21.0,7
5495,11,19.13,33.0,10
5496,6,9.8,24.0,6
5497,14,,42.0,13
5498,3,21.16,6.0,3
5499,5,15.5,15.0,5
5500,18,12.44,54.0,14
5501,16,22.35,64.0,16
5502,12,9.21,36.0,14
5503,7,11.26,21.0,5
5504,11,16.87,33.0,14
5505,9,12.29,27.0,9
5506,4,15.19,8.0,5
5507,5,7.09,15.0,5
5508,7,13.23,21.0,6
5509,6,13.98,18.0,5
5510,18,21.41,72.0,23
5511,2,20.33,4.0,2
5512,3,19.44,9.0,2
5513,4,23.34,16.0,4
5514,12,18.65,24.0,10
5515,14,20.08,42.0,9
5516,8,15.88,16.0,6
5517,8,16.29,32.0,7
5518,7,18.28,21.0,8
5519,5,22.63,20.0,5
5520,6,22.53,24.0,5
5521,7,10.79,21.0,5
5522,7,21.54,28.0,6
5523,4,18.82,8.0,3
5524,9,11.63,27.0,9
5525,5,17.66,10.0,5
5526,2,16.71,6.0,2
5527,7,22.58,28.0,7
5528,1,13.23,2.0,1
5529,8,18.41,24.0,7
5530,6,25.26,18.0,6
5531,13,13.68,52.0,15
5532,9,13.18,27.0,8
5533,21,14.55,42.0,14
5534,12,14.59,24.0,10
5535,6,20.86,24.0,6
5536,5,11.99,10.0,3
5537,8,22.2,24.0,8
5538,5,14.54,10.0,6
5539,6,17.08,12.0,4
5540,5,16.3,15.0,6
5541,1,21.64,2.0,1
5542,7,14.04,14.0,5
5543,11,10.02,33.0,10
5544,4,6.89,12.0,5
5545,16,,64.0,19
5546,4,14.85,12.0,3
5547,8,24.22,24.0,9
5548,22,15.44,66.0,21
5549,5,18.88,10.0,4
5550,4,25.13,12.0,3
5551,3,15.8,6.0,2
5552,5,13.21,15.0,4
5553,3,7.36,12.0,3
5554,11,21.74,22.0,13
5555,27,18.55,54.0,32
5556,1,8.12,4.0,1
5557,10,11.37,40.0,12
5558,4,11.18,16.0,4
5559,8,9.77,24.0,5
5560,3,10.94,9.0,3
5561,21,19.9,42.0,18
5562,1,12.97,4.0,1
5563,4,20.47,8.0,4
5564,5,13.41,20.0,4
5565,9,32.85,36.0,10
5566,9,10.12,27.0,7
5567,9,14.56,36.0,8
5568,8,21.52,24.0,9
5569,5,23.42,10.0,4
5570,5,24.89,15.0,6
5571,14,16.82,42.0,11
5572,2,15.7,,2
5573,10,19.31,30.0,8
5574,9,22.07,18.0,9
5575,9,20.16,27.0,8
5576,2,23.18,8.0,2
5577,5,8.16,20.0,4
5578,7,7.68,28.0,7
5579,13,17.39,39.0,12
5580,8,9.55,16.0,6
5581,10,11.5,20.0,10
5582,6,10.19,18.0,4
5583,10,30.4,30.0,12
5584,0,16.83,0.0,1
5585,9,13.3,27.0,7
5586,8,12.44,32.0,10
5587,3,18.02,9.0,2
5588,22,12.85,44.0,20
5589,3,14.07,12.0,2
5590,4,11.66,16.0,4
5591,7,16.87,21.0,8
5592,9,4.01,27.0,8
5593,9,21.62,36.0,8
5594,5,19.23,10.0,4
5595,5,8.46,20.0,5
5596,8,16.29,16.0,9
5597,3,27.61,9.0,3
5598,6,17.58,18.0,5
5599,8,19.94,16.0,6
5600,4,13.25,16.0,4
5601,13,16.96,26.0,16
5602,21,16.98,42.0,21
5603,11,28.06,33.0,10
5604,1,14.59,3.0,1
5605,1,20.7,2.0,1
5606,16,21.66,32.0,12
5607,6,10.42,18.0,5
5608,3,18.63,,3
5609,7,13.46,14.0,5
5610,23,24.3,69.0,25
5611,12,22.21,36.0,9
5612,2,8.95,6.0,1
5613,14,16.5,56.0,14
5614,25,18.08,75.0,30
5615,4,18.23,12.0,4
5616,5,7.58,10.0,5
5617,8,21.4,24.0,10
5618,7,12.1,14.0,7
5619,9,21.83,36.0,9
5620,3,12.03,9.0,3
5621,8,17.73,24.0,6
5622,9,15.83,27.0,8
5623,6,13.29,12.0,5
5624,10,24.58,30.0,11
5625,15,22.52,45.0,11
5626,28,15.39,84.0,32
5627,7,18.62,,6
5628,17,35.71,34.0,18
5629,8,18.17,16.0,5
5630,8,15.53,32.0,9
5631,7,20.9,21.0,8
5632,13,23.74,26.0,16
5633,7,7.0,28.0,9
5634,6,10.32,18.0,4
5635,3,13.75,9.0,2
5636,14,22.2,28.0,16
5637,7,16.65,28.0,5
5638,5,13.56,10.0,3
5639,10,18.65,20.0,8
5640,8,15.05,32.0,7
5641,6,14.88,12.0,4
5642,5,12.03,15.0,3
5643,15,11.73,45.0,13
5644,16,8.34,64.0,13
5645,4,20.27,16.0,4
5646,12,11.58,24.0,14
5647,1,14.66,4.0,1
5648,18,19.92,54.0,21
5649,5,21.23,20.0,4
5650,11,18.41,44.0,8
5651,6,18.51,24.0,6
5652,11,21.19,44.0,13
5653,17,18.93,51.0,16
5654,4,7.92,16.0,3
5655,15,15.41,45.0,18
5656,6,,24.0,4
5657,6,13.89,18.0,7
5658,4,15.45,8.0,4
5659,6,24.44,24.0,6
5660,9,4.92,18.0,10
5661,13,9.59,26.0,10
5662,6,17.62,18.0,5
5663,12,17.88,36.0,14
5664,7,24.45,28.0,7
5665,6,7.12,18.0,4
5666,12,17.57,24.0,10
5667,18,19.6,72.0,14
5668,5,13.68,20.0,4
5669,3,10.51,9.0,2
5670,5,10.92,10.0,5
5671,3,21.59,9.0,2
5672,9,24.19,27.0,10
5673,3,19.14,9.0,3
5674,13,17.76,26.0,13
5675,7,15.49,21.0,5
5676,6,17.11,12.0,5
5677,13,19.06,39.0,15
5678,6,14.43,24.0,5
5679,8,16.9,16.0,10
5680,7,14.92,14.0,7
5681,7,16.85,28.0,4
5682,11,13.95,22.0,12
5683,9,20.75,,7
5684,8,18.5,16.0,10
5685,24,25.27,72.0,23
5686,15,17.1,30.0,12
5687,16,21.45,32.0,20
5688,12,19.93,24.0,15
5689,7,21.64,14.0,6
5690,5,13.94,20.0,4
5691,19,13.23,38.0,22
5692,12,28.5,48.0,15
5693,6,15.3,18.0,5
5694,2,6.3,6.0,2
5695,8,20.41,16.0,8
5696,21,22.89,63.0,18
5697,12,14.78,36.0,12
5698,5,14.89,10.0,3
5699,6,17.59,18.0,6
5700,16,6.69,48.0,11
5701,5,19.36,20.0,5
5702,5,16.64,20.0,4
5703,6,16.81,18.0,7
5704,6,19.72,18.0,7
5705,9,6.04,36.0,11
5706,7,19.6,28.0,7
5707,5,0.62,10.0,5
5708,8,17.49,24.0,5
5709,4,3.94,16.0,4
5710,5,15.98,10.0,3
5711,7,16.25,14.0,6
5712,2,10.27,8.0,1
5713,5,10.91,15.0,6
5714,2,13.01,8.0,1
5715,3,9.97,12.0,2
5716,9,12.28,18.0,6
5717,5,8.52,15.0,3
5718,6,13.65,24.0,6
5719,3,17.06,9.0,2
5720,9,21.24,18.0,8
5721,10,16.59,20.0,8
5722,7,19.71,14.0,5
5723,9,12.96,18.0,7
5724,4,10.88,8.0,3
5725,12,16.78,48.0,13
5726,3,22.76,6.0,3
5727,4,14.87,12.0,3
5728,8,24.63,24.0,9
5729,3,13.85,6.0,3
5730,8,23.8,24.0,7
5731,6,,18.0,6
5732,5,12.61,10.0,6
5733,4,19.07,8.0,3
5734,8,18.68,32.0,8
5735,8,23.46,32.0,9
5736,11,8.52,22.0,13
5737,8,14.76,16.0,9
5738,6,11.14,18.0,6
5739,5,19.68,15.0,6
5740,8,10.3,24.0,9
5741,3,18.19,12.0,3
5742,19,15.51,76.0,21
5743,5,10.22,15.0,6
5744,6,15.76,24.0,6
5745,3,16.04,12.0,3
5746,4,,12.0,4
5747,9,16.34,,8
5748,4,15.05,8.0,3
5749,7,18.19,14.0,6
5750,9,21.01,18.0,8
5751,6,18.0,24.0,6
5752,17,19.08,34.0,12
5753,4,18.98,16.0,3
5754,8,20.61,16.0,8
5755,8,7.89,24.0,7
5756,8,22.9,32.0,7
5757,6,19.72,24.0,7
5758,13,17.78,39.0,13
5759,11,23.08,33.0,10
5760,11,11.32,33.0,12
5761,10,28.18,30.0,11
5762,5,11.52,10.0,6
5763,6,16.89,18.0,5
5764,9,25.97,18.0,8
5765,1,21.41,4.0,1
5766,2,20.69,4.0,1
5767,5,11.67,15.0,4
5768,10,12.66,40.0,12
5769,6,18.53,18.0,7
5770,6,22.13,18.0,6
5771,9,20.79,18.0,8
5772,6,14.04,12.0,6
5773,3,13.55,12.0,3
5774,18,18.76,36.0,22
5775,13,23.15,26.0,12
5776,7,22.43,14.0,8
5777,3,13.37,9.0,3
5778,7,21.42,14.0,8
5779,6,19.05,24.0,7
5780,5,24.97,20.0,5
5781,11,12.03,33.0,11
5782,15,18.51,60.0,18
5783,11,,22.0,10
5784,2,17.14,4.0,2
5785,0,22.19,0.0,1
5786,6,12.31,18.0,5
5787,6,18.31,12.0,5
5788,4,,12.0,5
5789,3,12.88,9.0,3
5790,9,29.19,36.0,10
5791,8,11.49,24.0,8
5792,8,26.33,24.0,6
5793,8,24.57,16.0,7
5794,2,11.76,8.0,2
5795,9,9.3,18.0,10
5796,8,10.25,32.0,7
5797,3,4.4,12.0,2
5798,6,14.77,12.0,6
5799,3,22.28,9.0,3
5800,27,23.21,108.0,33
5801,7,14.92,21.0,8
5802,12,16.63,36.0,11
5803,3,16.07,6.0,2
5804,5,6.43,10.0,6
5805,8,10.85,32.0,5
5806,4,5.74,8.0,2
5807,11,21.59,22.0,10
5808,4,13.89,16.0,3
5809,10,18.18,20.0,11
5810,8,20.63,16.0,6
5811,17,20.7,34.0,14
5812,3,15.08,6.0,2
5813,6,12.23,24.0,4
5814,7,7.66,28.0,8
5815,5,9.5,10.0,5
5816,7,22.9,14.0,6
5817,9,16.84,27.0,8
5818,10,20.38,20.0,11
5819,10,16.06,40.0,7
5820,12,22.94,48.0,13
5821,10,26.75,40.0,10
5822,8,18.59,16.0,9
5823,18,30.39,72.0,19
5824,4,18.14,16.0,4
5825,12,15.25,36.0,9
5826,6,25.24,24.0,6
5827,10,22.72,40.0,8
5828,4,19.23,8.0,3
5829,18,18.26,72.0,16
5830,7,17.22,14.0,5
5831,8,16.86,32.0,7
5832,7,19.32,28.0,7
5833,3,20.61,9.0,2
5834,7,12.22,14.0,7
5835,3,17.51,6.0,3
5836,2,22.76,6.0,1
5837,9,14.79,18.0,6
5838,3,10.64,12.0,3
