customer_id,recency_days,frequency,monetary,first_purchase,last_purchase,avg_order_value,r_score,f_score,m_score,rfm_score,segment,kmeans_cluster,kmeans_label
4498,36,7,798.5999999999999,2019-10-08,2023-11-23,114.08571428571427,4,1,5,3.65,Others,1,Mid Value
4499,45,7,372.05,2019-08-15,2023-11-14,53.15,3,1,2,2.0999999999999996,Potential Loyalists,0,Low Value
4500,41,16,1358.51,2019-03-21,2023-11-18,84.906875,4,5,5,4.65,Champions,2,Premium
4501,51,7,271.12,2019-05-06,2023-11-08,38.73142857142857,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
4502,84,15,1405.3,2019-03-18,2023-10-06,93.68666666666667,3,5,5,4.3,Loyal Customers,2,Premium
4503,393,6,479.78,2021-12-15,2022-12-01,79.96333333333332,1,1,3,1.8000000000000003,Others,0,Low Value
4504,573,7,401.22,2019-03-12,2022-06-04,57.31714285714286,1,1,2,1.4,Lost,0,Low Value
4505,301,5,130.07,2019-09-17,2023-03-03,26.014,1,1,1,1.0,Lost,0,Low Value
4506,16,12,386.43,2019-02-03,2023-12-13,32.2025,5,4,2,3.55,Others,1,Mid Value
4507,7,6,302.2,2019-08-07,2023-12-22,50.36666666666667,5,1,1,2.4,Potential Loyalists,1,Mid Value
4508,38,14,618.72,2019-04-17,2023-11-21,44.19428571428572,4,5,4,4.25,Champions,2,Premium
4509,21,14,431.84,2019-04-02,2023-12-08,30.845714285714283,5,5,3,4.2,Loyal Customers,2,Premium
4510,81,10,1366.1599999999999,2019-01-12,2023-10-09,136.61599999999999,3,3,5,3.8,Loyal Customers,3,High Value
4511,10,11,577.89,2019-07-12,2023-12-19,52.53545454545454,5,4,4,4.35,Champions,2,Premium
4512,52,13,420.96000000000004,2019-09-18,2023-11-07,32.38153846153846,3,5,2,3.0999999999999996,At Risk,2,Premium
4513,15,6,196.70000000000002,2020-06-23,2023-12-14,32.78333333333334,5,1,1,2.4,Potential Loyalists,1,Mid Value
4514,33,9,327.13,2020-09-12,2023-11-26,36.34777777777778,4,2,2,2.7,Potential Loyalists,1,Mid Value
4515,74,7,171.53,2020-07-13,2023-10-16,24.504285714285714,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
4516,43,9,401.63,2019-08-17,2023-11-16,44.62555555555556,4,2,2,2.7,Potential Loyalists,1,Mid Value
4517,42,8,435.5,2019-10-28,2023-11-17,54.4375,4,2,3,3.1,Potential Loyalists,1,Mid Value
4518,56,13,632.87,2019-09-12,2023-11-03,48.682307692307695,3,5,4,3.9,Loyal Customers,2,Premium
4519,28,9,302.71999999999997,2019-01-13,2023-12-01,33.635555555555555,4,2,1,2.3,Potential Loyalists,1,Mid Value
4520,32,12,468.02,2019-11-11,2023-11-27,39.001666666666665,4,4,3,3.6,Loyal Customers,2,Premium
4521,75,10,940.57,2019-11-21,2023-10-15,94.057,3,3,5,3.8,Loyal Customers,3,High Value
4522,31,11,324.5,2019-07-01,2023-11-28,29.5,4,4,2,3.2,Others,1,Mid Value
4523,49,8,825.19,2020-08-20,2023-11-10,103.14875,3,2,5,3.55,At Risk,3,High Value
4524,47,7,385.93,2019-07-06,2023-11-12,55.13285714285714,3,1,2,2.0999999999999996,Potential Loyalists,0,Low Value
4525,34,11,371.1,2019-01-07,2023-11-25,33.73636363636364,4,4,2,3.2,Others,1,Mid Value
4526,74,15,1200.23,2019-05-07,2023-10-16,80.01533333333333,3,5,5,4.3,Loyal Customers,2,Premium
4527,49,7,402.54999999999995,2019-08-14,2023-11-10,57.50714285714285,3,1,2,2.0999999999999996,Potential Loyalists,0,Low Value
4528,7,12,530.85,2019-01-05,2023-12-22,44.237500000000004,5,4,3,3.95,Loyal Customers,2,Premium
4529,222,9,602.41,2019-01-27,2023-05-21,66.93444444444444,2,2,4,2.8,At Risk,3,High Value
4530,389,7,260.96,2019-04-17,2022-12-05,37.279999999999994,1,1,1,1.0,Lost,0,Low Value
4531,110,10,546.16,2019-02-14,2023-09-10,54.616,2,3,3,2.6500000000000004,Loyal Customers,3,High Value
4532,173,6,324.56,2019-12-21,2023-07-09,54.093333333333334,2,1,2,1.75,Lost,0,Low Value
4533,22,10,863.16,2019-12-19,2023-12-07,86.316,5,3,5,4.5,Loyal Customers,2,Premium
4534,47,16,470.85,2019-06-13,2023-11-12,29.428125,3,5,3,3.5,Loyal Customers,2,Premium
4535,47,8,357.6,2019-01-09,2023-11-12,44.7,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4536,4,14,1721.06,2019-05-20,2023-12-25,122.93285714285715,5,5,5,5.0,Champions,2,Premium
4537,280,10,1001.9,2019-07-02,2023-03-24,100.19,1,3,5,3.1,Others,3,High Value
4538,417,7,232.15,2019-11-16,2022-11-07,33.16428571428572,1,1,1,1.0,Lost,0,Low Value
4539,5,8,198.94,2019-08-02,2023-12-24,24.8675,5,2,1,2.65,Potential Loyalists,1,Mid Value
4540,74,9,272.33,2019-02-02,2023-10-16,30.258888888888887,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
4541,40,15,779.29,2019-05-15,2023-11-19,51.952666666666666,4,5,5,4.65,Champions,2,Premium
4542,31,6,287.77,2019-04-05,2023-11-28,47.961666666666666,4,1,1,2.05,Potential Loyalists,1,Mid Value
4543,245,12,443.24,2019-11-27,2023-04-28,36.93666666666667,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
4544,396,2,104.18,2021-11-19,2022-11-28,52.09,1,1,1,1.0,Lost,0,Low Value
4545,35,6,177.45,2019-09-08,2023-11-24,29.575,4,1,1,2.05,Potential Loyalists,1,Mid Value
4546,45,8,299.55,2019-03-27,2023-11-14,37.44375,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
4547,387,11,507.36,2019-04-20,2022-12-07,46.123636363636365,1,4,3,2.5500000000000003,Others,3,High Value
4548,11,12,416.31,2019-10-07,2023-12-18,34.6925,5,4,2,3.55,Others,1,Mid Value
4549,248,5,257.94,2020-09-11,2023-04-25,51.588,1,1,1,1.0,Lost,0,Low Value
4550,114,6,199.32999999999998,2019-05-01,2023-09-06,33.221666666666664,2,1,1,1.35,Lost,0,Low Value
4551,94,8,236.56,2019-04-14,2023-09-26,29.57,2,2,1,1.6,Lost,0,Low Value
4552,87,12,704.51,2019-02-16,2023-10-03,58.70916666666667,2,4,4,3.3,Loyal Customers,3,High Value
4553,3,7,204.43,2019-02-22,2023-12-26,29.204285714285714,5,1,1,2.4,Potential Loyalists,1,Mid Value
4554,278,8,532.15,2019-12-21,2023-03-26,66.51875,1,2,3,2.0500000000000003,Others,0,Low Value
4555,102,6,190.84,2022-11-17,2023-09-18,31.80666666666667,2,1,1,1.35,Lost,0,Low Value
4556,40,9,430.69,2020-08-11,2023-11-19,47.85444444444445,4,2,3,3.1,Potential Loyalists,1,Mid Value
4557,112,10,847.07,2020-10-27,2023-09-08,84.70700000000001,2,3,5,3.45,Loyal Customers,3,High Value
4558,98,12,404.55,2019-11-21,2023-09-22,33.7125,2,4,2,2.5,At Risk,3,High Value
4559,815,8,388.13,2020-01-03,2021-10-05,48.51625,1,2,2,1.65,Lost,0,Low Value
4560,50,14,1062.02,2019-07-03,2023-11-09,75.85857142857142,3,5,5,4.3,Loyal Customers,2,Premium
4561,48,13,529.3,2019-11-07,2023-11-11,40.715384615384615,3,5,3,3.5,Loyal Customers,2,Premium
4562,400,15,564.64,2019-01-25,2022-11-24,37.64266666666666,1,5,4,3.2,Others,3,High Value
4563,269,9,477.89,2019-11-14,2023-04-04,53.09888888888889,1,2,3,2.0500000000000003,Others,0,Low Value
4564,17,14,772.15,2019-04-01,2023-12-12,55.153571428571425,5,5,5,5.0,Champions,2,Premium
4565,20,12,1218.72,2020-04-24,2023-12-09,101.56,5,4,5,4.75,Champions,2,Premium
4566,50,14,954.31,2019-03-15,2023-11-09,68.16499999999999,3,5,5,4.3,Loyal Customers,2,Premium
4567,187,8,246.98,2019-01-23,2023-06-25,30.8725,2,2,1,1.6,Lost,0,Low Value
4568,49,12,944.49,2020-02-22,2023-11-10,78.7075,3,4,5,4.05,Loyal Customers,2,Premium
4569,28,8,272.5,2019-02-14,2023-12-01,34.0625,4,2,1,2.3,Potential Loyalists,1,Mid Value
4570,36,9,657.95,2020-11-10,2023-11-23,73.10555555555555,4,2,4,3.5,Others,1,Mid Value
4571,47,14,485.42,2019-03-17,2023-11-12,34.67285714285715,3,5,3,3.5,Loyal Customers,2,Premium
4572,191,11,731.59,2019-09-16,2023-06-21,66.50818181818182,2,4,4,3.3,Loyal Customers,3,High Value
4573,40,11,357.19,2019-11-21,2023-11-19,32.47181818181818,4,4,2,3.2,Others,1,Mid Value
4574,2,13,872.4100000000001,2019-04-23,2023-12-27,67.10846153846154,5,5,5,5.0,Champions,2,Premium
4575,43,9,319.31,2019-03-01,2023-11-16,35.47888888888889,4,2,2,2.7,Potential Loyalists,1,Mid Value
4576,12,13,493.35,2020-03-09,2023-12-17,37.95,5,5,3,4.2,Loyal Customers,2,Premium
4577,7,12,600.41,2019-08-09,2023-12-22,50.034166666666664,5,4,4,4.35,Champions,2,Premium
4578,329,7,929.72,2019-02-20,2023-02-03,132.81714285714287,1,1,5,2.6,Others,3,High Value
4579,5,9,425.78,2019-12-22,2023-12-24,47.30888888888889,5,2,2,3.05,Potential Loyalists,1,Mid Value
4580,32,11,739.3000000000001,2019-03-13,2023-11-27,67.20909090909092,4,4,4,4.0,Champions,2,Premium
4581,45,9,298.74,2020-06-12,2023-11-14,33.193333333333335,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
4582,379,12,811.8399999999999,2019-05-12,2022-12-15,67.65333333333332,1,4,5,3.35,Others,3,High Value
4583,341,1,34.98,2023-01-22,2023-01-22,34.98,1,1,1,1.0,Lost,0,Low Value
4584,50,11,852.15,2019-02-16,2023-11-09,77.46818181818182,3,4,5,4.05,Loyal Customers,2,Premium
4585,99,6,385.6,2021-08-11,2023-09-21,64.26666666666667,2,1,2,1.75,Lost,0,Low Value
4586,63,8,351.57,2019-08-11,2023-10-27,43.94625,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4587,23,7,290.04,2019-12-05,2023-12-06,41.434285714285714,5,1,1,2.4,Potential Loyalists,1,Mid Value
4588,55,6,517.56,2019-11-23,2023-11-04,86.25999999999999,3,1,3,2.5,Potential Loyalists,1,Mid Value
4589,55,12,782.54,2019-09-13,2023-11-04,65.21166666666666,3,4,5,4.05,Loyal Customers,2,Premium
4590,27,13,492.82,2020-03-09,2023-12-02,37.90923076923077,4,5,3,3.85,Loyal Customers,2,Premium
4591,13,10,880.79,2019-03-10,2023-12-16,88.079,5,3,5,4.5,Loyal Customers,2,Premium
4592,12,10,581.66,2019-11-28,2023-12-17,58.166,5,3,4,4.1,Loyal Customers,2,Premium
4593,42,11,1519.3799999999999,2019-03-13,2023-11-17,138.12545454545455,4,4,5,4.4,Champions,2,Premium
4594,21,8,284.62,2020-11-02,2023-12-08,35.5775,5,2,1,2.65,Potential Loyalists,1,Mid Value
4595,43,12,1153.3,2019-01-02,2023-11-16,96.10833333333333,4,4,5,4.4,Champions,2,Premium
4596,46,8,303.01,2019-01-11,2023-11-13,37.87625,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
4597,422,8,660.76,2019-03-19,2022-11-02,82.595,1,2,4,2.45,Others,3,High Value
4598,37,9,568.5799999999999,2019-09-17,2023-11-22,63.17555555555555,4,2,4,3.5,Others,1,Mid Value
4599,45,11,341.86,2019-07-11,2023-11-14,31.078181818181818,3,4,2,2.8499999999999996,At Risk,1,Mid Value
4600,17,8,301.84000000000003,2019-12-22,2023-12-12,37.730000000000004,5,2,1,2.65,Potential Loyalists,1,Mid Value
4601,71,9,519.7,2019-11-17,2023-10-19,57.74444444444445,3,2,3,2.75,Potential Loyalists,1,Mid Value
4602,8,9,490.86,2019-11-23,2023-12-21,54.54,5,2,3,3.45,Potential Loyalists,1,Mid Value
4603,74,10,666.49,2019-11-07,2023-10-16,66.649,3,3,4,3.4,Loyal Customers,3,High Value
4604,37,6,341.98,2019-11-07,2023-11-22,56.99666666666667,4,1,2,2.45,Potential Loyalists,1,Mid Value
4605,205,14,756.19,2019-11-07,2023-06-07,54.01357142857143,2,5,4,3.55,Loyal Customers,3,High Value
4606,39,11,1054.1399999999999,2019-06-28,2023-11-20,95.83090909090907,4,4,5,4.4,Champions,2,Premium
4607,42,9,518.59,2020-11-02,2023-11-17,57.62111111111111,4,2,3,3.1,Potential Loyalists,1,Mid Value
4608,607,12,1035.22,2019-02-05,2022-05-01,86.26833333333333,1,4,5,3.35,Others,3,High Value
4609,414,7,508.96,2019-02-20,2022-11-10,72.70857142857143,1,1,3,1.8000000000000003,Others,0,Low Value
4610,101,11,949.99,2019-08-20,2023-09-19,86.36272727272727,2,4,5,3.7,Loyal Customers,3,High Value
4611,16,21,1092.92,2019-08-21,2023-12-13,52.04380952380953,5,5,5,5.0,Champions,2,Premium
4612,370,11,600.97,2019-04-19,2022-12-24,54.63363636363636,1,4,4,2.95,Others,3,High Value
4613,46,12,471.94,2019-01-23,2023-11-13,39.32833333333333,3,4,3,3.25,Loyal Customers,3,High Value
4614,126,9,466.39,2019-04-28,2023-08-25,51.82111111111111,2,2,3,2.4000000000000004,At Risk,0,Low Value
4615,142,12,441.36,2019-01-17,2023-08-09,36.78,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
4616,57,6,460.78999999999996,2019-10-27,2023-11-02,76.79833333333333,3,1,3,2.5,Potential Loyalists,1,Mid Value
4617,64,8,631.93,2019-05-13,2023-10-26,78.99125,3,2,4,3.15,At Risk,3,High Value
4618,53,8,358.16999999999996,2019-12-20,2023-11-06,44.771249999999995,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4619,87,7,231.67000000000002,2019-08-19,2023-10-03,33.09571428571429,2,1,1,1.35,Lost,0,Low Value
4620,33,9,464.72,2019-04-15,2023-11-26,51.635555555555555,4,2,3,3.1,Potential Loyalists,1,Mid Value
4621,232,11,804.41,2019-01-26,2023-05-11,73.12818181818182,2,4,5,3.7,Loyal Customers,3,High Value
4622,19,9,246.71,2019-10-17,2023-12-10,27.412222222222223,5,2,1,2.65,Potential Loyalists,1,Mid Value
4623,37,8,544.72,2020-11-02,2023-11-22,68.09,4,2,3,3.1,Potential Loyalists,1,Mid Value
4624,44,18,945.48,2019-08-03,2023-11-15,52.52666666666667,4,5,5,4.65,Champions,2,Premium
4625,141,8,307.09000000000003,2020-03-03,2023-08-10,38.386250000000004,2,2,1,1.6,Lost,0,Low Value
4626,461,8,374.76,2019-01-01,2022-09-24,46.845,1,2,2,1.65,Lost,0,Low Value
4627,217,8,541.23,2019-02-13,2023-05-26,67.65375,2,2,3,2.4000000000000004,At Risk,0,Low Value
4628,83,11,1025.21,2019-04-07,2023-10-07,93.2009090909091,3,4,5,4.05,Loyal Customers,2,Premium
4629,92,12,482.89,2019-03-11,2023-09-28,40.240833333333335,2,4,3,2.9000000000000004,Loyal Customers,3,High Value
4630,130,9,326.84000000000003,2019-08-27,2023-08-21,36.31555555555556,2,2,2,2.0,At Risk,0,Low Value
4631,35,14,1159.78,2019-07-12,2023-11-24,82.84142857142857,4,5,5,4.65,Champions,2,Premium
4632,32,5,162.82,2020-02-14,2023-11-27,32.564,4,1,1,2.05,Potential Loyalists,1,Mid Value
4633,107,10,472.03999999999996,2019-02-28,2023-09-13,47.20399999999999,2,3,3,2.6500000000000004,Loyal Customers,3,High Value
4634,54,15,794.96,2019-01-21,2023-11-05,52.99733333333334,3,5,5,4.3,Loyal Customers,2,Premium
4635,37,14,699.48,2019-08-17,2023-11-22,49.962857142857146,4,5,4,4.25,Champions,2,Premium
4636,145,7,675.1800000000001,2019-10-13,2023-08-06,96.45428571428572,2,1,4,2.55,Others,0,Low Value
4637,799,4,149.52,2020-11-22,2021-10-21,37.38,1,1,1,1.0,Lost,0,Low Value
4638,38,8,300.49,2019-09-14,2023-11-21,37.56125,4,2,1,2.3,Potential Loyalists,1,Mid Value
4639,5,9,619.0,2019-01-26,2023-12-24,68.77777777777777,5,2,4,3.85,Others,1,Mid Value
4640,15,18,2291.93,2019-01-07,2023-12-14,127.32944444444443,5,5,5,5.0,Champions,2,Premium
4641,164,8,648.11,2019-03-16,2023-07-18,81.01375,2,2,4,2.8,At Risk,3,High Value
4642,241,5,219.10999999999999,2019-01-07,2023-05-02,43.821999999999996,2,1,1,1.35,Lost,0,Low Value
4643,97,12,763.14,2019-11-03,2023-09-23,63.595,2,4,4,3.3,Loyal Customers,3,High Value
4644,42,14,850.53,2019-11-17,2023-11-17,60.75214285714286,4,5,5,4.65,Champions,2,Premium
4645,5,8,229.14999999999998,2019-07-22,2023-12-24,28.643749999999997,5,2,1,2.65,Potential Loyalists,1,Mid Value
4646,18,7,329.55,2019-07-25,2023-12-11,47.07857142857143,5,1,2,2.8,Potential Loyalists,1,Mid Value
4647,313,10,421.07,2019-03-05,2023-02-19,42.107,1,3,2,1.9000000000000001,Others,0,Low Value
4648,220,6,290.4,2019-09-16,2023-05-23,48.4,2,1,1,1.35,Lost,0,Low Value
4649,16,10,1227.1000000000001,2019-07-02,2023-12-13,122.71000000000001,5,3,5,4.5,Loyal Customers,2,Premium
4650,161,14,626.14,2019-04-01,2023-07-21,44.72428571428571,2,5,4,3.55,Loyal Customers,3,High Value
4651,21,8,457.14,2019-08-08,2023-12-08,57.1425,5,2,3,3.45,Potential Loyalists,1,Mid Value
4652,125,5,166.45,2020-07-19,2023-08-26,33.29,2,1,1,1.35,Lost,0,Low Value
4653,42,10,1161.59,2019-01-21,2023-11-17,116.15899999999999,4,3,5,4.15,Loyal Customers,2,Premium
4654,290,9,344.90999999999997,2019-07-16,2023-03-14,38.32333333333333,1,2,2,1.65,Lost,0,Low Value
4655,87,8,363.16999999999996,2019-07-25,2023-10-03,45.396249999999995,2,2,2,2.0,At Risk,0,Low Value
4656,20,14,812.13,2019-02-17,2023-12-09,58.00928571428572,5,5,5,5.0,Champions,2,Premium
4657,407,12,873.05,2019-01-14,2022-11-17,72.75416666666666,1,4,5,3.35,Others,3,High Value
4658,12,14,488.34,2019-05-25,2023-12-17,34.88142857142857,5,5,3,4.2,Loyal Customers,2,Premium
4659,37,13,778.8000000000001,2019-11-09,2023-11-22,59.907692307692315,4,5,5,4.65,Champions,2,Premium
4660,35,16,627.26,2019-01-08,2023-11-24,39.20375,4,5,4,4.25,Champions,2,Premium
4661,63,12,451.78,2019-08-26,2023-10-27,37.64833333333333,3,4,3,3.25,Loyal Customers,3,High Value
4662,58,8,350.56,2019-04-07,2023-11-01,43.82,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4663,15,12,536.82,2019-05-27,2023-12-14,44.73500000000001,5,4,3,3.95,Loyal Customers,2,Premium
4664,181,10,708.96,2019-06-08,2023-07-01,70.896,2,3,4,3.05,Loyal Customers,3,High Value
4665,50,11,1101.6100000000001,2019-02-13,2023-11-09,100.14636363636365,3,4,5,4.05,Loyal Customers,2,Premium
4666,7,10,827.4,2019-11-02,2023-12-22,82.74,5,3,5,4.5,Loyal Customers,2,Premium
4667,14,8,364.71,2019-10-08,2023-12-15,45.58875,5,2,2,3.05,Potential Loyalists,1,Mid Value
4668,53,8,528.15,2020-02-09,2023-11-06,66.01875,3,2,3,2.75,Potential Loyalists,1,Mid Value
4669,141,19,1109.25,2019-05-25,2023-08-10,58.38157894736842,2,5,5,3.95,Loyal Customers,3,High Value
4670,24,8,274.35,2019-11-07,2023-12-05,34.29375,5,2,1,2.65,Potential Loyalists,1,Mid Value
4671,23,8,447.5,2019-03-21,2023-12-06,55.9375,5,2,3,3.45,Potential Loyalists,1,Mid Value
4672,266,8,343.69,2019-02-25,2023-04-07,42.96125,1,2,2,1.65,Lost,0,Low Value
4673,597,7,286.21,2019-11-01,2022-05-11,40.887142857142855,1,1,1,1.0,Lost,0,Low Value
4674,554,11,490.57,2019-03-20,2022-06-23,44.597272727272724,1,4,3,2.5500000000000003,Others,3,High Value
4675,114,10,622.2900000000001,2019-03-08,2023-09-06,62.229000000000006,2,3,4,3.05,Loyal Customers,3,High Value
4676,13,10,646.11,2019-01-07,2023-12-16,64.611,5,3,4,4.1,Loyal Customers,2,Premium
4677,14,13,635.8199999999999,2019-06-15,2023-12-15,48.90923076923077,5,5,4,4.6,Champions,2,Premium
4678,34,14,945.36,2019-09-21,2023-11-25,67.52571428571429,4,5,5,4.65,Champions,2,Premium
4679,42,12,651.87,2019-11-24,2023-11-17,54.3225,4,4,4,4.0,Champions,2,Premium
4680,28,10,827.35,2019-09-10,2023-12-01,82.735,4,3,5,4.15,Loyal Customers,2,Premium
4681,225,12,659.52,2019-04-04,2023-05-18,54.96,2,4,4,3.3,Loyal Customers,3,High Value
4682,181,7,295.62,2019-08-17,2023-07-01,42.23142857142857,2,1,1,1.35,Lost,0,Low Value
4683,28,11,359.94,2019-06-09,2023-12-01,32.72181818181818,4,4,2,3.2,Others,1,Mid Value
4684,17,17,806.43,2019-01-14,2023-12-12,47.43705882352941,5,5,5,5.0,Champions,2,Premium
4685,9,8,479.37,2019-09-13,2023-12-20,59.92125,5,2,3,3.45,Potential Loyalists,1,Mid Value
4686,39,7,311.8,2019-10-19,2023-11-20,44.542857142857144,4,1,1,2.05,Potential Loyalists,1,Mid Value
4687,44,10,684.45,2019-08-20,2023-11-15,68.44500000000001,4,3,4,3.75,Loyal Customers,2,Premium
4688,32,9,322.98,2019-05-04,2023-11-27,35.88666666666667,4,2,2,2.7,Potential Loyalists,1,Mid Value
4689,52,11,635.47,2019-04-25,2023-11-07,57.77,3,4,4,3.65,Loyal Customers,3,High Value
4690,33,10,304.91,2019-06-16,2023-11-26,30.491000000000003,4,3,1,2.55,Potential Loyalists,1,Mid Value
4691,58,4,158.51,2019-09-21,2023-11-01,39.6275,3,1,1,1.6999999999999997,Potential Loyalists,0,Low Value
4692,45,11,558.91,2019-03-11,2023-11-14,50.809999999999995,3,4,4,3.65,Loyal Customers,3,High Value
4693,49,8,561.16,2019-07-19,2023-11-10,70.145,3,2,4,3.15,At Risk,3,High Value
4694,86,7,252.52,2019-10-19,2023-10-04,36.074285714285715,2,1,1,1.35,Lost,0,Low Value
4695,24,8,588.6800000000001,2019-04-04,2023-12-05,73.58500000000001,5,2,4,3.85,Others,1,Mid Value
4696,476,8,1263.92,2019-02-26,2022-09-09,157.99,1,2,5,2.85,Others,3,High Value
4697,25,12,540.73,2019-03-12,2023-12-04,45.060833333333335,4,4,3,3.6,Loyal Customers,2,Premium
4698,48,10,468.93,2019-08-09,2023-11-11,46.893,3,3,3,3.0,Loyal Customers,3,High Value
4699,5,9,638.32,2020-02-13,2023-12-24,70.92444444444445,5,2,4,3.85,Others,1,Mid Value
4700,87,12,583.22,2019-02-17,2023-10-03,48.60166666666667,2,4,4,3.3,Loyal Customers,3,High Value
4701,20,16,988.06,2019-10-03,2023-12-09,61.75375,5,5,5,5.0,Champions,2,Premium
4702,31,15,1667.67,2020-09-10,2023-11-28,111.17800000000001,4,5,5,4.65,Champions,2,Premium
4703,6,10,761.85,2019-07-01,2023-12-23,76.185,5,3,4,4.1,Loyal Customers,2,Premium
4704,148,15,782.1800000000001,2019-11-16,2023-08-03,52.14533333333334,2,5,5,3.95,Loyal Customers,3,High Value
4705,39,11,472.28,2019-09-04,2023-11-20,42.93454545454545,4,4,3,3.6,Loyal Customers,2,Premium
4706,149,15,557.59,2020-01-01,2023-08-02,37.17266666666667,2,5,4,3.55,Loyal Customers,3,High Value
4707,13,12,894.0500000000001,2019-02-28,2023-12-16,74.50416666666668,5,4,5,4.75,Champions,2,Premium
4708,17,12,966.51,2019-01-12,2023-12-12,80.5425,5,4,5,4.75,Champions,2,Premium
4709,173,9,503.99,2019-07-01,2023-07-09,55.99888888888889,2,2,3,2.4000000000000004,At Risk,0,Low Value
4710,2,19,1202.1599999999999,2019-06-14,2023-12-27,63.27157894736841,5,5,5,5.0,Champions,2,Premium
4711,435,4,167.41,2020-11-23,2022-10-20,41.8525,1,1,1,1.0,Lost,0,Low Value
4712,467,11,376.06,2019-03-17,2022-09-18,34.18727272727273,1,4,2,2.1500000000000004,Others,3,High Value
4713,232,10,411.64,2019-11-08,2023-05-11,41.164,2,3,2,2.25,At Risk,0,Low Value
4714,51,8,320.3,2019-12-08,2023-11-08,40.0375,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4715,8,12,386.64,2019-01-13,2023-12-21,32.22,5,4,2,3.55,Others,1,Mid Value
4716,412,11,469.96,2019-09-05,2022-11-12,42.72363636363636,1,4,3,2.5500000000000003,Others,3,High Value
4717,178,12,715.71,2019-03-17,2023-07-04,59.642500000000005,2,4,4,3.3,Loyal Customers,3,High Value
4718,101,6,335.01,2020-04-08,2023-09-19,55.835,2,1,2,1.75,Lost,0,Low Value
4719,37,5,382.81,2019-08-09,2023-11-22,76.562,4,1,2,2.45,Potential Loyalists,1,Mid Value
4720,1556,4,181.53000000000003,2019-02-04,2019-09-25,45.38250000000001,1,1,1,1.0,Lost,0,Low Value
4721,37,7,482.12,2019-05-09,2023-11-22,68.87428571428572,4,1,3,2.85,Potential Loyalists,1,Mid Value
4722,58,8,336.84000000000003,2019-10-17,2023-11-01,42.105000000000004,3,2,2,2.3499999999999996,Potential Loyalists,1,Mid Value
4723,86,11,418.05,2019-10-12,2023-10-04,38.00454545454546,2,4,2,2.5,At Risk,3,High Value
4724,87,15,973.61,2019-01-05,2023-10-03,64.90733333333334,2,5,5,3.95,Loyal Customers,3,High Value
4725,37,9,621.14,2019-10-10,2023-11-22,69.01555555555555,4,2,4,3.5,Others,1,Mid Value
4726,267,11,518.85,2019-05-03,2023-04-06,47.16818181818182,1,4,3,2.5500000000000003,Others,3,High Value
4727,35,10,506.55,2019-06-14,2023-11-24,50.655,4,3,3,3.35,Loyal Customers,1,Mid Value
4728,28,10,1005.3299999999999,2019-08-21,2023-12-01,100.53299999999999,4,3,5,4.15,Loyal Customers,2,Premium
4729,44,16,653.72,2019-03-22,2023-11-15,40.8575,4,5,4,4.25,Champions,2,Premium
4730,55,13,698.25,2019-11-25,2023-11-04,53.71153846153846,3,5,4,3.9,Loyal Customers,2,Premium
4731,36,12,541.47,2019-12-17,2023-11-23,45.1225,4,4,3,3.6,Loyal Customers,2,Premium
4732,68,15,485.93,2019-04-23,2023-10-22,32.39533333333333,3,5,3,3.5,Loyal Customers,2,Premium
4733,566,8,286.45,2019-11-07,2022-06-11,35.80625,1,2,1,1.25,Lost,0,Low Value
4734,166,8,310.91,2020-01-17,2023-07-16,38.86375,2,2,1,1.6,Lost,0,Low Value
4735,40,10,334.46,2019-03-14,2023-11-19,33.446,4,3,2,2.95,Potential Loyalists,1,Mid Value
4736,22,7,213.18,2019-05-19,2023-12-07,30.454285714285714,5,1,1,2.4,Potential Loyalists,1,Mid Value
4737,411,9,343.02,2019-06-17,2022-11-13,38.11333333333333,1,2,2,1.65,Lost,0,Low Value
4738,22,9,463.33000000000004,2019-11-26,2023-12-07,51.48111111111112,5,2,3,3.45,Potential Loyalists,1,Mid Value
4739,137,13,622.99,2019-11-22,2023-08-14,47.92230769230769,2,5,4,3.55,Loyal Customers,3,High Value
4740,537,8,390.21,2019-10-09,2022-07-10,48.77625,1,2,2,1.65,Lost,0,Low Value
4741,58,8,266.2,2019-04-08,2023-11-01,33.275,3,2,1,1.9499999999999997,Potential Loyalists,0,Low Value
4742,83,10,792.39,2020-02-11,2023-10-07,79.239,3,3,5,3.8,Loyal Customers,3,High Value
4743,50,11,395.11,2019-06-20,2023-11-09,35.91909090909091,3,4,2,2.8499999999999996,At Risk,1,Mid Value
4744,163,17,617.9,2019-01-17,2023-07-19,36.34705882352941,2,5,4,3.55,Loyal Customers,3,High Value
